date,sku_id,location_id,units_sold,price,promo_flag
2024-03-03,SKU_0001,LOC_002,44,8.23,0
2024-03-04,SKU_0001,LOC_002,67,9.9,1
2024-03-05,SKU_0001,LOC_002,59,8.53,0
2024-03-06,SKU_0001,LOC_002,77,14.43,1
2024-03-07,SKU_0001,LOC_002,54,14.14,0
2024-03-08,SKU_0001,LOC_002,52,13.44,0
2024-03-09,SKU_0001,LOC_002,43,14.9,0
2024-03-10,SKU_0001,LOC_002,47,13.8,0
2024-03-11,SKU_0001,LOC_002,66,8.44,1
2024-03-12,SKU_0001,LOC_002,67,11.74,0
2024-03-13,SKU_0001,LOC_002,66,14.39,0
2024-03-14,SKU_0001,LOC_002,67,10.64,0
2024-03-15,SKU_0001,LOC_002,58,9.44,0
2024-03-16,SKU_0001,LOC_002,44,14.15,0
2024-03-17,SKU_0001,LOC_002,47,8.33,0
2024-03-18,SKU_0001,LOC_002,58,11.33,0
2024-03-19,SKU_0001,LOC_002,64,10.15,0
2024-03-20,SKU_0001,LOC_002,70,11.36,0
2024-03-21,SKU_0001,LOC_002,69,13.49,0
2024-03-22,SKU_0001,LOC_002,55,12.26,0
2024-03-23,SKU_0001,LOC_002,49,11.88,1
2024-03-24,SKU_0001,LOC_002,52,11.16,0
2024-03-25,SKU_0001,LOC_002,67,10.09,0
2024-03-26,SKU_0001,LOC_002,71,11.22,0
2024-03-27,SKU_0001,LOC_002,71,13.38,1
2024-03-28,SKU_0001,LOC_002,63,10.43,0
2024-03-29,SKU_0001,LOC_002,52,12.06,0
2024-03-30,SKU_0001,LOC_002,38,12.09,0
2024-03-31,SKU_0001,LOC_002,61,12.88,0
2024-01-01,SKU_0001,LOC_003,67,11.61,0
2024-01-02,SKU_0001,LOC_003,69,12.21,0
2024-01-03,SKU_0001,LOC_003,69,10.43,1
2024-01-04,SKU_0001,LOC_003,72,11.84,0
2024-01-05,SKU_0001,LOC_003,62,8.9,0
2024-01-06,SKU_0001,LOC_003,51,10.25,1
2024-01-07,SKU_0001,LOC_003,64,11.58,0
2024-01-08,SKU_0001,LOC_003,61,10.64,1
2024-01-09,SKU_0001,LOC_003,71,11.76,0
2024-01-10,SKU_0001,LOC_003,72,9.65,0
2024-01-11,SKU_0001,LOC_003,75,8.44,1
2024-01-12,SKU_0001,LOC_003,59,8.93,0
2024-01-13,SKU_0001,LOC_003,55,8.21,0
2024-01-14,SKU_0001,LOC_003,57,10.48,0
2024-01-15,SKU_0001,LOC_003,64,9.28,0
2024-01-16,SKU_0001,LOC_003,67,13.88,1
2024-01-17,SKU_0001,LOC_003,64,10.4,0
2024-01-18,SKU_0001,LOC_003,67,10.49,0
2024-01-19,SKU_0001,LOC_003,71,13.16,0
2024-01-20,SKU_0001,LOC_003,49,12.11,0
2024-01-21,SKU_0001,LOC_003,47,14.3,0
2024-01-22,SKU_0001,LOC_003,56,9.71,0
2024-01-23,SKU_0001,LOC_003,72,8.05,0
2024-01-24,SKU_0001,LOC_003,71,10.56,0
2024-01-25,SKU_0001,LOC_003,70,8.04,0
2024-01-26,SKU_0001,LOC_003,58,11.44,0
2024-01-27,SKU_0001,LOC_003,55,11.75,0
2024-01-28,SKU_0001,LOC_003,58,13.87,0
2024-01-29,SKU_0001,LOC_003,65,11.71,0
2024-01-30,SKU_0001,LOC_003,66,13.37,1
2024-01-31,SKU_0001,LOC_003,76,10.24,0
2024-02-01,SKU_0001,LOC_003,66,10.58,0
2024-02-02,SKU_0001,LOC_003,68,9.41,0
2024-02-03,SKU_0001,LOC_003,62,8.62,1
2024-02-04,SKU_0001,LOC_003,66,13.56,1
2024-02-05,SKU_0001,LOC_003,59,13.96,0
2024-02-06,SKU_0001,LOC_003,73,14.94,0
2024-02-07,SKU_0001,LOC_003,71,10.65,0
2024-02-08,SKU_0001,LOC_003,69,13.25,0
2024-02-09,SKU_0001,LOC_003,60,13.78,0
2024-02-10,SKU_0001,LOC_003,56,14.36,0
2024-02-11,SKU_0001,LOC_003,48,12.12,0
2024-02-12,SKU_0001,LOC_003,71,14.3,0
2024-02-13,SKU_0001,LOC_003,68,11.78,0
2024-02-14,SKU_0001,LOC_003,63,10.74,0
2024-02-15,SKU_0001,LOC_003,71,8.47,0
2024-02-16,SKU_0001,LOC_003,46,10.33,0
2024-02-17,SKU_0001,LOC_003,59,12.86,0
2024-02-18,SKU_0001,LOC_003,54,13.19,0
2024-02-19,SKU_0001,LOC_003,67,14.98,0
2024-02-20,SKU_0001,LOC_003,75,9.0,0
2024-02-21,SKU_0001,LOC_003,75,13.0,0
2024-02-22,SKU_0001,LOC_003,64,11.76,0
2024-02-23,SKU_0001,LOC_003,59,11.2,0
2024-02-24,SKU_0001,LOC_003,68,11.4,0
2024-02-25,SKU_0001,LOC_003,55,13.4,1
2024-02-26,SKU_0001,LOC_003,69,13.01,0
2024-02-27,SKU_0001,LOC_003,80,13.79,0
2024-02-28,SKU_0001,LOC_003,66,10.97,0
2024-02-29,SKU_0001,LOC_003,63,12.3,0
2024-03-01,SKU_0001,LOC_003,62,12.15,1
2024-03-02,SKU_0001,LOC_003,48,14.43,0
2024-03-03,SKU_0001,LOC_003,51,8.48,1
2024-03-04,SKU_0001,LOC_003,69,8.73,0
2024-03-05,SKU_0001,LOC_003,67,9.3,0
2024-03-06,SKU_0001,LOC_003,69,10.33,0
2024-03-07,SKU_0001,LOC_003,69,10.66,0
2024-03-08,SKU_0001,LOC_003,51,9.44,0
2024-03-09,SKU_0001,LOC_003,48,10.9,0
2024-03-10,SKU_0001,LOC_003,55,14.46,0
2024-03-11,SKU_0001,LOC_003,66,12.11,1
2024-03-12,SKU_0001,LOC_003,70,14.39,0
2024-03-13,SKU_0001,LOC_003,66,8.24,0
2024-03-14,SKU_0001,LOC_003,68,13.46,0
2024-03-15,SKU_0001,LOC_003,54,11.61,0
2024-03-16,SKU_0001,LOC_003,49,11.21,0
2024-03-17,SKU_0001,LOC_003,55,9.29,0
2024-03-18,SKU_0001,LOC_003,68,10.17,0
2024-03-19,SKU_0001,LOC_003,77,10.45,0
2024-03-20,SKU_0001,LOC_003,70,12.37,0
2024-03-21,SKU_0001,LOC_003,68,10.06,0
2024-03-22,SKU_0001,LOC_003,64,11.69,0
2024-03-23,SKU_0001,LOC_003,49,13.36,1
2024-03-24,SKU_0001,LOC_003,36,10.34,1
2024-03-25,SKU_0001,LOC_003,58,14.28,0
2024-03-26,SKU_0001,LOC_003,74,13.61,0
2024-03-27,SKU_0001,LOC_003,78,9.78,0
2024-03-28,SKU_0001,LOC_003,56,11.54,0
2024-03-29,SKU_0001,LOC_003,62,14.21,0
2024-03-30,SKU_0001,LOC_003,43,13.05,0
2024-03-31,SKU_0001,LOC_003,54,13.65,0
2024-01-01,SKU_0001,LOC_004,68,8.99,0
2024-01-02,SKU_0001,LOC_004,73,12.43,0
2024-01-03,SKU_0001,LOC_004,76,13.94,1
2024-01-04,SKU_0001,LOC_004,74,12.93,0
2024-01-05,SKU_0001,LOC_004,68,12.37,0
2024-01-06,SKU_0001,LOC_004,56,8.24,0
2024-01-07,SKU_0001,LOC_004,65,10.42,0
2024-01-08,SKU_0001,LOC_004,73,9.54,0
2024-01-09,SKU_0001,LOC_004,74,13.46,1
2024-01-10,SKU_0001,LOC_004,79,11.3,0
2024-01-11,SKU_0001,LOC_004,72,11.39,0
2024-01-12,SKU_0001,LOC_004,68,10.82,0
2024-01-13,SKU_0001,LOC_004,63,12.52,0
2024-01-14,SKU_0001,LOC_004,66,13.76,0
2024-01-15,SKU_0001,LOC_004,74,13.71,0
2024-01-16,SKU_0001,LOC_004,75,11.48,0
2024-01-17,SKU_0001,LOC_004,74,8.75,1
2024-01-18,SKU_0001,LOC_004,68,13.13,0
2024-01-19,SKU_0001,LOC_004,59,12.43,0
2024-01-20,SKU_0001,LOC_004,64,10.83,0
2024-01-21,SKU_0001,LOC_004,61,10.95,0
2024-01-22,SKU_0001,LOC_004,69,8.48,0
2024-01-23,SKU_0001,LOC_004,75,11.06,0
2024-01-24,SKU_0001,LOC_004,81,14.65,0
2024-01-25,SKU_0001,LOC_004,80,14.68,1
2024-01-26,SKU_0001,LOC_004,55,11.78,0
2024-01-27,SKU_0001,LOC_004,57,13.89,0
2024-01-28,SKU_0001,LOC_004,58,10.41,0
2024-01-29,SKU_0001,LOC_004,79,10.89,0
2024-01-30,SKU_0001,LOC_004,71,8.53,1
2024-01-31,SKU_0001,LOC_004,89,8.02,0
2024-02-01,SKU_0001,LOC_004,77,14.73,0
2024-02-02,SKU_0001,LOC_004,60,12.83,0
2024-02-03,SKU_0001,LOC_004,62,13.31,0
2024-02-04,SKU_0001,LOC_004,66,12.46,0
2024-02-05,SKU_0001,LOC_004,69,12.85,1
2024-02-06,SKU_0001,LOC_004,79,12.69,1
2024-02-07,SKU_0001,LOC_004,71,10.19,1
2024-02-08,SKU_0001,LOC_004,85,13.12,0
2024-02-09,SKU_0001,LOC_004,62,13.57,0
2024-02-10,SKU_0001,LOC_004,53,8.38,0
2024-02-11,SKU_0001,LOC_004,71,12.55,0
2024-02-12,SKU_0001,LOC_004,70,11.92,0
2024-02-13,SKU_0001,LOC_004,76,11.09,0
2024-02-14,SKU_0001,LOC_004,83,12.01,0
2024-02-15,SKU_0001,LOC_004,82,13.16,0
2024-02-16,SKU_0001,LOC_004,66,10.99,0
2024-02-17,SKU_0001,LOC_004,53,14.93,1
2024-02-18,SKU_0001,LOC_004,48,9.3,0
2024-02-19,SKU_0001,LOC_004,81,9.9,0
2024-02-20,SKU_0001,LOC_004,72,8.64,0
2024-02-21,SKU_0001,LOC_004,86,8.02,0
2024-02-22,SKU_0001,LOC_004,73,10.08,0
2024-02-23,SKU_0001,LOC_004,67,9.94,0
2024-02-24,SKU_0001,LOC_004,66,8.32,1
2024-02-25,SKU_0001,LOC_004,55,14.69,0
2024-02-26,SKU_0001,LOC_004,66,9.81,0
2024-02-27,SKU_0001,LOC_004,80,14.92,0
2024-02-28,SKU_0001,LOC_004,79,8.45,0
2024-02-29,SKU_0001,LOC_004,70,13.81,1
2024-03-01,SKU_0001,LOC_004,66,8.33,0
2024-03-02,SKU_0001,LOC_004,60,12.41,0
2024-03-03,SKU_0001,LOC_004,63,11.63,0
2024-03-04,SKU_0001,LOC_004,59,11.61,0
2024-03-05,SKU_0001,LOC_004,77,14.97,0
2024-03-06,SKU_0001,LOC_004,89,13.24,1
2024-03-07,SKU_0001,LOC_004,69,14.26,0
2024-03-08,SKU_0001,LOC_004,52,9.91,0
2024-03-09,SKU_0001,LOC_004,54,8.31,0
2024-03-10,SKU_0001,LOC_004,60,14.52,0
2024-03-11,SKU_0001,LOC_004,67,9.97,0
2024-03-12,SKU_0001,LOC_004,76,14.73,1
2024-03-13,SKU_0001,LOC_004,74,14.26,0
2024-03-14,SKU_0001,LOC_004,77,12.0,0
2024-03-15,SKU_0001,LOC_004,64,11.81,0
2024-03-16,SKU_0001,LOC_004,59,14.08,0
2024-03-17,SKU_0001,LOC_004,69,9.1,0
2024-03-18,SKU_0001,LOC_004,62,14.51,1
2024-03-19,SKU_0001,LOC_004,72,12.89,0
2024-03-20,SKU_0001,LOC_004,83,8.04,0
2024-03-21,SKU_0001,LOC_004,72,9.6,0
2024-03-22,SKU_0001,LOC_004,59,9.35,1
2024-03-23,SKU_0001,LOC_004,62,10.29,0
2024-03-24,SKU_0001,LOC_004,59,8.06,0
2024-03-25,SKU_0001,LOC_004,63,8.9,0
2024-03-26,SKU_0001,LOC_004,75,13.88,0
2024-03-27,SKU_0001,LOC_004,76,9.26,0
2024-03-28,SKU_0001,LOC_004,69,13.4,0
2024-03-29,SKU_0001,LOC_004,66,9.16,0
2024-03-30,SKU_0001,LOC_004,57,8.41,1
2024-03-31,SKU_0001,LOC_004,69,13.97,0
2024-01-01,SKU_0001,LOC_005,72,12.16,0
2024-01-02,SKU_0001,LOC_005,66,8.46,0
2024-01-03,SKU_0001,LOC_005,77,9.77,1
2024-01-04,SKU_0001,LOC_005,64,9.11,0
2024-01-05,SKU_0001,LOC_005,58,13.78,0
2024-01-06,SKU_0001,LOC_005,58,13.88,0
2024-01-07,SKU_0001,LOC_005,51,14.08,0
2024-01-08,SKU_0001,LOC_005,60,8.22,0
2024-01-09,SKU_0001,LOC_005,60,10.25,0
2024-01-10,SKU_0001,LOC_005,69,13.22,0
2024-01-11,SKU_0001,LOC_005,68,11.94,0
2024-01-12,SKU_0001,LOC_005,61,11.8,0
2024-01-13,SKU_0001,LOC_005,51,11.71,1
2024-01-14,SKU_0001,LOC_005,48,13.58,0
2024-01-15,SKU_0001,LOC_005,61,8.01,0
2024-01-16,SKU_0001,LOC_005,63,12.25,0
2024-01-17,SKU_0001,LOC_005,64,9.13,0
2024-01-18,SKU_0001,LOC_005,68,10.28,0
2024-01-19,SKU_0001,LOC_005,59,9.05,0
2024-01-20,SKU_0001,LOC_005,52,12.76,0
2024-01-21,SKU_0001,LOC_005,60,14.67,0
2024-01-22,SKU_0001,LOC_005,65,13.07,0
2024-01-23,SKU_0001,LOC_005,68,11.38,0
2024-01-24,SKU_0001,LOC_005,72,10.42,0
2024-01-25,SKU_0001,LOC_005,71,8.58,0
2024-01-26,SKU_0001,LOC_005,58,10.5,0
2024-01-27,SKU_0001,LOC_005,56,8.29,0
2024-01-28,SKU_0001,LOC_005,57,14.66,1
2024-01-29,SKU_0001,LOC_005,63,12.32,0
2024-01-30,SKU_0001,LOC_005,74,10.09,0
2024-01-31,SKU_0001,LOC_005,72,13.48,0
2024-02-01,SKU_0001,LOC_005,69,11.39,0
2024-02-02,SKU_0001,LOC_005,68,13.49,0
2024-02-03,SKU_0001,LOC_005,58,8.29,0
2024-02-04,SKU_0001,LOC_005,62,12.15,0
2024-02-05,SKU_0001,LOC_005,59,11.35,0
2024-02-06,SKU_0001,LOC_005,68,13.21,0
2024-02-07,SKU_0001,LOC_005,61,11.04,1
2024-02-08,SKU_0001,LOC_005,59,11.8,0
2024-02-09,SKU_0001,LOC_005,63,8.57,0
2024-02-10,SKU_0001,LOC_005,50,9.43,0
2024-02-11,SKU_0001,LOC_005,47,9.22,0
2024-02-12,SKU_0001,LOC_005,67,12.4,0
2024-02-13,SKU_0001,LOC_005,68,13.37,0
2024-02-14,SKU_0001,LOC_005,76,12.12,1
2024-02-15,SKU_0001,LOC_005,81,10.77,0
2024-02-16,SKU_0001,LOC_005,64,12.59,0
2024-02-17,SKU_0001,LOC_005,54,9.99,0
2024-02-18,SKU_0001,LOC_005,50,13.85,0
2024-02-19,SKU_0001,LOC_005,50,13.43,0
2024-02-20,SKU_0001,LOC_005,78,10.61,0
2024-02-21,SKU_0001,LOC_005,78,10.89,1
2024-02-22,SKU_0001,LOC_005,61,10.84,0
2024-02-23,SKU_0001,LOC_005,57,12.06,0
2024-02-24,SKU_0001,LOC_005,53,10.19,0
2024-02-25,SKU_0001,LOC_005,50,14.01,1
2024-02-26,SKU_0001,LOC_005,70,10.78,0
2024-02-27,SKU_0001,LOC_005,77,9.64,0
2024-02-28,SKU_0001,LOC_005,62,11.14,0
2024-02-29,SKU_0001,LOC_005,63,9.02,0
2024-03-01,SKU_0001,LOC_005,60,9.77,0
2024-03-02,SKU_0001,LOC_005,52,10.66,0
2024-03-03,SKU_0001,LOC_005,56,13.47,0
2024-03-04,SKU_0001,LOC_005,51,11.12,0
2024-03-05,SKU_0001,LOC_005,77,8.24,0
2024-03-06,SKU_0001,LOC_005,83,8.86,0
2024-03-07,SKU_0001,LOC_005,67,9.57,0
2024-03-08,SKU_0001,LOC_005,55,8.62,1
2024-03-09,SKU_0001,LOC_005,60,10.78,0
2024-03-10,SKU_0001,LOC_005,58,12.8,1
2024-03-11,SKU_0001,LOC_005,54,11.65,0
2024-03-12,SKU_0001,LOC_005,72,11.73,1
2024-03-13,SKU_0001,LOC_005,72,9.14,0
2024-03-14,SKU_0001,LOC_005,67,13.12,0
2024-03-15,SKU_0001,LOC_005,61,14.85,0
2024-03-16,SKU_0001,LOC_005,46,8.12,0
2024-03-17,SKU_0001,LOC_005,55,13.38,1
2024-03-18,SKU_0001,LOC_005,62,13.57,0
2024-03-19,SKU_0001,LOC_005,72,13.79,0
2024-03-20,SKU_0001,LOC_005,72,12.04,0
2024-03-21,SKU_0001,LOC_005,68,10.23,0
2024-03-22,SKU_0001,LOC_005,52,14.95,0
2024-03-23,SKU_0001,LOC_005,51,8.76,0
2024-03-24,SKU_0001,LOC_005,51,13.36,0
2024-03-25,SKU_0001,LOC_005,66,14.15,0
2024-03-26,SKU_0001,LOC_005,69,14.08,0
2024-03-27,SKU_0001,LOC_005,76,10.3,0
2024-03-28,SKU_0001,LOC_005,59,12.27,0
2024-03-29,SKU_0001,LOC_005,62,12.18,0
2024-03-30,SKU_0001,LOC_005,41,11.11,1
2024-03-31,SKU_0001,LOC_005,48,12.5,0
2024-01-01,SKU_0001,LOC_006,59,11.8,0
2024-01-02,SKU_0001,LOC_006,66,9.72,0
2024-01-03,SKU_0001,LOC_006,61,10.76,0
2024-01-04,SKU_0001,LOC_006,66,11.65,0
2024-01-05,SKU_0001,LOC_006,58,11.02,0
2024-01-06,SKU_0001,LOC_006,42,9.38,0
2024-01-07,SKU_0001,LOC_006,57,9.36,0
2024-01-08,SKU_0001,LOC_006,60,12.69,0
2024-01-09,SKU_0001,LOC_006,77,11.73,0
2024-01-10,SKU_0001,LOC_006,69,10.8,0
2024-01-11,SKU_0001,LOC_006,59,13.76,0
2024-01-12,SKU_0001,LOC_006,50,10.07,0
2024-01-13,SKU_0001,LOC_006,50,9.3,0
2024-01-14,SKU_0001,LOC_006,46,13.71,0
2024-01-15,SKU_0001,LOC_006,57,11.69,1
2024-01-16,SKU_0001,LOC_006,78,13.56,0
2024-01-17,SKU_0001,LOC_006,69,9.22,0
2024-01-18,SKU_0001,LOC_006,63,11.9,0
2024-01-19,SKU_0001,LOC_006,54,10.11,0
2024-01-20,SKU_0001,LOC_006,50,13.67,0
2024-01-21,SKU_0001,LOC_006,54,9.05,0
2024-01-22,SKU_0001,LOC_006,55,14.08,0
2024-01-23,SKU_0001,LOC_006,62,11.75,0
2024-01-24,SKU_0001,LOC_006,62,9.44,0
2024-01-25,SKU_0001,LOC_006,58,9.8,0
2024-01-26,SKU_0001,LOC_006,57,12.73,0
2024-01-27,SKU_0001,LOC_006,40,11.12,0
2024-01-28,SKU_0001,LOC_006,52,10.36,0
2024-01-29,SKU_0001,LOC_006,64,13.41,0
2024-01-30,SKU_0001,LOC_006,71,10.81,0
2024-01-31,SKU_0001,LOC_006,76,10.4,0
2024-02-01,SKU_0001,LOC_006,68,12.69,1
2024-02-02,SKU_0001,LOC_006,52,12.48,0
2024-02-03,SKU_0001,LOC_006,56,9.62,0
2024-02-04,SKU_0001,LOC_006,54,9.33,1
2024-02-05,SKU_0001,LOC_006,50,14.97,0
2024-02-06,SKU_0001,LOC_006,59,10.33,0
2024-02-07,SKU_0001,LOC_006,74,9.19,0
2024-02-08,SKU_0001,LOC_006,65,10.96,0
2024-02-09,SKU_0001,LOC_006,53,10.68,1
2024-02-10,SKU_0001,LOC_006,50,14.82,1
2024-02-11,SKU_0001,LOC_006,54,9.71,0
2024-02-12,SKU_0001,LOC_006,61,8.65,0
